feature,variance,selected
radiomics_symmetry error,1.0022026431718065,True
radiomics_worst fractal dimension,1.0022026431718065,True
radiomics_concave points error,1.0022026431718065,True
radiomics_worst radius,1.0022026431718063,True
radiomics_compactness error,1.0022026431718063,True
radiomics_worst smoothness,1.002202643171806,True
radiomics_fractal dimension error,1.002202643171806,True
radiomics_worst texture,1.002202643171806,True
radiomics_worst compactness,1.002202643171806,True
