Model,Train_accuracy,Train_sensitivity,Train_specificity,Train_ppv,Train_npv,Train_f1_score,Train_auc,Train_hosmer_lemeshow_p_value,Train_spiegelhalter_z_p_value,Test_accuracy,Test_sensitivity,Test_specificity,Test_ppv,Test_npv,Test_f1_score,Test_auc,Test_hosmer_lemeshow_p_value,Test_spiegelhalter_z_p_value
LogisticRegression,0.93,0.948051948051948,0.910958904109589,0.9182389937106918,0.9432624113475178,0.9329073482428114,0.9782067247820672,0.7633871818701902,0.8992192565265427,0.9442379182156134,0.9408866995073891,0.9545454545454546,0.9845360824742269,0.84,0.9622166246851385,0.9941782355575459,0.0008416732771859836,5.748355120793747e-07
