Model,Train_accuracy,Train_sensitivity,Train_specificity,Train_ppv,Train_npv,Train_f1_score,Train_auc,Train_hosmer_lemeshow_p_value,Train_spiegelhalter_z_p_value,Test_accuracy,Test_sensitivity,Test_specificity,Test_ppv,Test_npv,Test_f1_score,Test_auc,Test_hosmer_lemeshow_p_value,Test_spiegelhalter_z_p_value
LogisticRegression,0.9266666666666666,0.9415584415584416,0.910958904109589,0.9177215189873418,0.9366197183098591,0.9294871794871796,0.9782067247820672,0.7761647733694188,0.9975330155196114,0.9442379182156134,0.9408866995073891,0.9545454545454546,0.9845360824742269,0.84,0.9622166246851385,0.9942528735632183,0.0005889698504440988,3.404916135707481e-07
