Model,Train_accuracy,Train_sensitivity,Train_specificity,Train_ppv,Train_npv,Train_auc,Train_auc_ci_lower,Train_auc_ci_high,Train_hosmer_lemeshow_chi2,Train_hosmer_lemeshow_p_value,Train_spiegelhalter_z_statistic,Train_spiegelhalter_z_p_value,Test_accuracy,Test_sensitivity,Test_specificity,Test_ppv,Test_npv,Test_auc,Test_auc_ci_lower,Test_auc_ci_high,Test_hosmer_lemeshow_chi2,Test_hosmer_lemeshow_p_value,Test_spiegelhalter_z_statistic,Test_spiegelhalter_z_p_value
LogisticRegression,0.9333333333333333,0.9545454545454546,0.910958904109589,0.91875,0.95,0.9820761430350471,0.9704840580214635,0.9936682780991419,5.749218446711458,0.6752996204006101,-1.3753870545871637e-05,0.9999890259990405,0.9219330855018587,0.9014778325123153,0.9848484848484849,0.9945652173913043,0.7647058823529411,0.9908195253022838,0.9821003308551982,0.9995385775310323,42.51950649603463,1.0817229803006256e-06,6.262778112497962,3.7817859954714095e-10
