Model,Train_accuracy,Train_sensitivity,Train_specificity,Train_ppv,Train_npv,Train_f1_score,Train_auc,Train_hosmer_lemeshow_p_value,Train_spiegelhalter_z_p_value,Test_accuracy,Test_sensitivity,Test_specificity,Test_ppv,Test_npv,Test_f1_score,Test_auc,Test_hosmer_lemeshow_p_value,Test_spiegelhalter_z_p_value
LogisticRegression,0.9366666666666666,0.961038961038961,0.910958904109589,0.9192546583850931,0.9568345323741008,0.9396825396825396,0.9836772816224871,0.6829087943259247,0.9072101589716017,0.9256505576208178,0.9064039408866995,0.9848484848484849,0.9945945945945946,0.7738095238095238,0.9484536082474228,0.9914912673533363,2.9344195976444e-06,1.1311258596435891e-09
